,referralId,reasons.count,reasons.items,venue.id,venue.name,venue.location.address,venue.location.lat,venue.location.lng,venue.location.labeledLatLngs,venue.location.distance,venue.location.postalCode,venue.location.cc,venue.location.city,venue.location.state,venue.location.country,venue.location.formattedAddress,venue.categories,venue.photos.count,venue.photos.groups,venue.location.crossStreet,venue.delivery.id,venue.delivery.url,venue.delivery.provider.name,venue.delivery.provider.icon.prefix,venue.delivery.provider.icon.sizes,venue.delivery.provider.icon.name,venue.location.neighborhood,venue.venuePage.id,Station,LINE
1,e-0-4ae4bf7ef964a520bf9d21e3-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4ae4bf7ef964a520bf9d21e3,Hong Kong Supermarket 香港超級市場,157 Hester St,40.717595732385966,-73.99617253722293,"[{'label': 'display', 'lat': 40.717595732385966, 'lng': -73.99617253722293}]",433,10013,US,New York,NY,United States,"['157 Hester St (btwn Bowery & Elizabeth St)', 'New York, NY 10013', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn Bowery & Elizabeth St,,,,,,,Chinatown,,Canal St,R-W
2,e-0-4b5b6ddcf964a5205ffd28e3-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b5b6ddcf964a5205ffd28e3,Deluxe Food Market 德昌食品市場,79 Elizabeth St,40.718194291784535,-73.99683841675501,"[{'label': 'display', 'lat': 40.718194291784535, 'lng': -73.99683841675501}, {'label': 'entrance', 'lat': 40.717977, 'lng': -73.996195}]",362,10013,US,New York,NY,United States,"['79 Elizabeth St (btwn Grand & Hester St)', 'New York, NY 10013', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn Grand & Hester St,,,,,,,,,Canal St,R-W
3,e-0-4e358975c65b2313e28e56c7-3,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4e358975c65b2313e28e56c7,iFresh Market,128 Mott St,40.71862225497523,-73.99657123040663,"[{'label': 'display', 'lat': 40.71862225497523, 'lng': -73.99657123040663}]",378,10013,US,New York,NY,United States,"['128 Mott St (btwn Grand & Hester St)', 'New York, NY 10013', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn Grand & Hester St,,,,,,,Chinatown,,Canal St,R-W
4,e-0-4a6a0e3df964a5207dcc1fe3-4,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4a6a0e3df964a5207dcc1fe3,Sun Vin Grocery Store,75 Mulberry St,40.71628362630968,-73.99922579526901,"[{'label': 'display', 'lat': 40.71628362630968, 'lng': -73.99922579526901}, {'label': 'entrance', 'lat': 40.716288, 'lng': -73.999189}]",321,10013,US,New York,NY,United States,"['75 Mulberry St (btwn Canal & Bayard St)', 'New York, NY 10013', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn Canal & Bayard St,,,,,,,,,Canal St,R-W
5,e-0-4b5236c1f964a520427027e3-5,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b5236c1f964a520427027e3,Mulberry Meat Market,89 Mulberry St,40.716768291392775,-73.99878874967561,"[{'label': 'display', 'lat': 40.716768291392775, 'lng': -73.99878874967561}, {'label': 'entrance', 'lat': 40.716722, 'lng': -73.998922}]",297,10013,US,New York,NY,United States,"['89 Mulberry St (btwn Canal & Bayard St)', 'New York, NY 10013', 'United States']","[{'id': '4bf58dd8d48988d11d951735', 'name': 'Butcher', 'pluralName': 'Butchers', 'shortName': 'Butcher', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_butcher_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn Canal & Bayard St,,,,,,,,,Canal St,R-W
6,e-0-4ade3ac3f964a520187421e3-6,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4ade3ac3f964a520187421e3,Po Wing Hong,50 Elizabeth St,40.717009395349606,-73.99654358625412,"[{'label': 'display', 'lat': 40.717009395349606, 'lng': -73.99654358625412}, {'label': 'entrance', 'lat': 40.717105, 'lng': -73.996736}]",430,10013,US,New York,NY,United States,"['50 Elizabeth St (btwn Canal & Hester St)', 'New York, NY 10013', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn Canal & Hester St,,,,,,,,,Canal St,R-W
7,e-0-4bc37b934cdfc9b6ee6a9721-7,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4bc37b934cdfc9b6ee6a9721,Won Chong Trading Corp 旺昌果菜公司,139 Mott St,40.71867370605469,-73.99691772460938,"[{'label': 'display', 'lat': 40.71867370605469, 'lng': -73.99691772460938}]",349,10013,US,New York,NY,United States,"['139 Mott St', 'New York, NY 10013', 'United States']","[{'id': '50be8ee891d4fa8dcc7199a7', 'name': 'Market', 'pluralName': 'Markets', 'shortName': 'Market', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/market_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Canal St,R-W
0,e-0-4b61faa6f964a520af2e2ae3-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b61faa6f964a520af2e2ae3,Champs Gourmet Deli,30 Broad St,40.706470210885726,-74.0115586671376,"[{'label': 'display', 'lat': 40.706470210885726, 'lng': -74.0115586671376}]",269,10004,US,New York,NY,United States,"['30 Broad St (Exchange Place)', 'New York, NY 10004', 'United States']","[{'id': '4bf58dd8d48988d146941735', 'name': 'Deli / Bodega', 'pluralName': 'Delis / Bodegas', 'shortName': 'Deli / Bodega', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True}]",0,[],Exchange Place,102548,https://www.seamless.com/menu/champs-gourmet-deli-exchange-place-30-broad-st-new-york/102548?affiliate=1131&utm_source=foursquare-affiliate-network&utm_medium=affiliate&utm_campaign=1131&utm_content=102548,seamless,https://fastly.4sqi.net/img/general/cap/,"[40, 50]",/delivery_provider_seamless_20180129.png,,,Bowling Green,4-5
1,e-0-4c6d6e3e90c6ef3b8b930736-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c6d6e3e90c6ef3b8b930736,Gristedes Supermarkets #070,71 S End Ave,40.708508559455375,-74.01748485365259,"[{'label': 'display', 'lat': 40.708508559455375, 'lng': -74.01748485365259}, {'label': 'entrance', 'lat': 40.708092, 'lng': -74.017836}]",496,10280,US,New York,NY,United States,"['71 S End Ave (at West Thames Street)', 'New York, NY 10280', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at West Thames Street,,,,,,,,,Bowling Green,4-5
0,e-0-4c43890cfb6eb713c1304e4a-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c43890cfb6eb713c1304e4a,55 Fulton Market,55 Fulton St,40.70867762344115,-74.0049052224622,"[{'label': 'display', 'lat': 40.70867762344115, 'lng': -74.0049052224622}]",409,10038,US,New York,NY,United States,"['55 Fulton St', 'New York, NY 10038', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Wall St,4-5
1,e-0-589fa21e06f1a341b56346f3-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",589fa21e06f1a341b56346f3,La Pasticceria di Eataly Downtown,,40.70988976935566,-74.01159770226452,"[{'label': 'display', 'lat': 40.70988976935566, 'lng': -74.01159770226452}]",401,10007,US,New York,NY,United States,"['New York, NY 10007', 'United States']","[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,Financial District,,Wall St,4-5
2,e-0-4a242d0ff964a520fd7d1fe3-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4a242d0ff964a520fd7d1fe3,Zeytuna,59 Maiden Ln,40.7087261087899,-74.00746958107634,"[{'label': 'display', 'lat': 40.7087261087899, 'lng': -74.00746958107634}]",252,10038,US,New York,NY,United States,"['59 Maiden Ln (at William St)', 'New York, NY 10038', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at William St,,,,,,,,77537010,Wall St,4-5
3,e-0-4b61faa6f964a520af2e2ae3-3,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b61faa6f964a520af2e2ae3,Champs Gourmet Deli,30 Broad St,40.706470210885726,-74.0115586671376,"[{'label': 'display', 'lat': 40.706470210885726, 'lng': -74.0115586671376}]",211,10004,US,New York,NY,United States,"['30 Broad St (Exchange Place)', 'New York, NY 10004', 'United States']","[{'id': '4bf58dd8d48988d146941735', 'name': 'Deli / Bodega', 'pluralName': 'Delis / Bodegas', 'shortName': 'Deli / Bodega', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True}]",0,[],Exchange Place,102548,https://www.seamless.com/menu/champs-gourmet-deli-exchange-place-30-broad-st-new-york/102548?affiliate=1131&utm_source=foursquare-affiliate-network&utm_medium=affiliate&utm_campaign=1131&utm_content=102548,seamless,https://fastly.4sqi.net/img/general/cap/,"[40, 50]",/delivery_provider_seamless_20180129.png,,,Wall St,4-5
4,e-0-58ab3a6a53f5bb4b6b267ad1-4,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",58ab3a6a53f5bb4b6b267ad1,City Acres Market,70 Pine St,40.7062610487484,-74.0077295435263,"[{'label': 'display', 'lat': 40.7062610487484, 'lng': -74.0077295435263}]",131,10005,US,New York,NY,United States,"['70 Pine St', 'New York, NY 10005', 'United States']","[{'id': '4bf58dd8d48988d120951735', 'name': 'Food Court', 'pluralName': 'Food Courts', 'shortName': 'Food Court', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_foodcourt_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Wall St,4-5
5,e-0-59626c9fc9a5176d67447feb-5,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",59626c9fc9a5176d67447feb,JuiceBrothers,70 Pine St,40.7063638,-74.0072938,"[{'label': 'display', 'lat': 40.7063638, 'lng': -74.0072938}]",160,10005,US,New York,NY,United States,"['70 Pine St', 'New York, NY 10005', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Wall St,4-5
6,e-0-4df9ef0d8877b30c398631f9-6,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4df9ef0d8877b30c398631f9,Gristedes Supermarkets,90 Maiden Ln,40.707100671481285,-74.0073488443139,"[{'label': 'display', 'lat': 40.707100671481285, 'lng': -74.0073488443139}]",151,10038,US,New York,NY,United States,"['90 Maiden Ln (btwn Pearl & Gold St)', 'New York, NY 10038', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn Pearl & Gold St,,,,,,,,,Wall St,4-5
0,e-0-4b61faa6f964a520af2e2ae3-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b61faa6f964a520af2e2ae3,Champs Gourmet Deli,30 Broad St,40.706470210885726,-74.0115586671376,"[{'label': 'display', 'lat': 40.706470210885726, 'lng': -74.0115586671376}]",390,10004,US,New York,NY,United States,"['30 Broad St (Exchange Place)', 'New York, NY 10004', 'United States']","[{'id': '4bf58dd8d48988d146941735', 'name': 'Deli / Bodega', 'pluralName': 'Delis / Bodegas', 'shortName': 'Deli / Bodega', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True}]",0,[],Exchange Place,102548,https://www.seamless.com/menu/champs-gourmet-deli-exchange-place-30-broad-st-new-york/102548?affiliate=1131&utm_source=foursquare-affiliate-network&utm_medium=affiliate&utm_campaign=1131&utm_content=102548,seamless,https://fastly.4sqi.net/img/general/cap/,"[40, 50]",/delivery_provider_seamless_20180129.png,,,Whitehall St,R-W
0,e-0-589fa21e06f1a341b56346f3-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",589fa21e06f1a341b56346f3,La Pasticceria di Eataly Downtown,,40.70988976935566,-74.01159770226452,"[{'label': 'display', 'lat': 40.70988976935566, 'lng': -74.01159770226452}]",322,10007,US,New York,NY,United States,"['New York, NY 10007', 'United States']","[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,Financial District,,Rector St,R-W
1,e-0-4b61faa6f964a520af2e2ae3-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b61faa6f964a520af2e2ae3,Champs Gourmet Deli,30 Broad St,40.706470210885726,-74.0115586671376,"[{'label': 'display', 'lat': 40.706470210885726, 'lng': -74.0115586671376}]",220,10004,US,New York,NY,United States,"['30 Broad St (Exchange Place)', 'New York, NY 10004', 'United States']","[{'id': '4bf58dd8d48988d146941735', 'name': 'Deli / Bodega', 'pluralName': 'Delis / Bodegas', 'shortName': 'Deli / Bodega', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True}]",0,[],Exchange Place,102548,https://www.seamless.com/menu/champs-gourmet-deli-exchange-place-30-broad-st-new-york/102548?affiliate=1131&utm_source=foursquare-affiliate-network&utm_medium=affiliate&utm_campaign=1131&utm_content=102548,seamless,https://fastly.4sqi.net/img/general/cap/,"[40, 50]",/delivery_provider_seamless_20180129.png,,,Rector St,R-W
2,e-0-4b9fa6ecf964a520da3137e3-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b9fa6ecf964a520da3137e3,Gristedes Supermarkets,315 S End Ave,40.71055613810982,-74.01600520504905,"[{'label': 'display', 'lat': 40.71055613810982, 'lng': -74.01600520504905}, {'label': 'entrance', 'lat': 40.710649, 'lng': -74.016327}]",387,10280,US,New York,NY,United States,"['315 S End Ave (at Albany St)', 'New York, NY 10280', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at Albany St,,,,,,,,,Rector St,R-W
3,e-0-4c6d6e3e90c6ef3b8b930736-3,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c6d6e3e90c6ef3b8b930736,Gristedes Supermarkets #070,71 S End Ave,40.708508559455375,-74.01748485365259,"[{'label': 'display', 'lat': 40.708508559455375, 'lng': -74.01748485365259}, {'label': 'entrance', 'lat': 40.708092, 'lng': -74.017836}]",331,10280,US,New York,NY,United States,"['71 S End Ave (at West Thames Street)', 'New York, NY 10280', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at West Thames Street,,,,,,,,,Rector St,R-W
0,e-0-4c0d560ed64c0f477c8e265d-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c0d560ed64c0f477c8e265d,Valentino Food Market,66-64 Fresh Pond Rd,40.706852,-73.897537,"[{'label': 'display', 'lat': 40.706852, 'lng': -73.897537}]",154,11385,US,Ridgewood,NY,United States,"['66-64 Fresh Pond Rd', 'Ridgewood, NY 11385', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Fresh Pond Rd,M
1,e-0-4bef1357ea570f476ae08ed2-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4bef1357ea570f476ae08ed2,Associated Supermarket,6682 Fresh Pond Rd,40.70816915436644,-73.89434789217935,"[{'label': 'display', 'lat': 40.70816915436644, 'lng': -73.89434789217935}]",252,11385,US,Ridgewood,NY,United States,"['6682 Fresh Pond Rd (Putnam Ave)', 'Ridgewood, NY 11385', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],Putnam Ave,,,,,,,,,Fresh Pond Rd,M
0,e-0-589fa21e06f1a341b56346f3-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",589fa21e06f1a341b56346f3,La Pasticceria di Eataly Downtown,,40.70988976935566,-74.01159770226452,"[{'label': 'display', 'lat': 40.70988976935566, 'lng': -74.01159770226452}]",322,10007,US,New York,NY,United States,"['New York, NY 10007', 'United States']","[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,Financial District,,Rector St,1
1,e-0-4b61faa6f964a520af2e2ae3-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b61faa6f964a520af2e2ae3,Champs Gourmet Deli,30 Broad St,40.706470210885726,-74.0115586671376,"[{'label': 'display', 'lat': 40.706470210885726, 'lng': -74.0115586671376}]",220,10004,US,New York,NY,United States,"['30 Broad St (Exchange Place)', 'New York, NY 10004', 'United States']","[{'id': '4bf58dd8d48988d146941735', 'name': 'Deli / Bodega', 'pluralName': 'Delis / Bodegas', 'shortName': 'Deli / Bodega', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True}]",0,[],Exchange Place,102548,https://www.seamless.com/menu/champs-gourmet-deli-exchange-place-30-broad-st-new-york/102548?affiliate=1131&utm_source=foursquare-affiliate-network&utm_medium=affiliate&utm_campaign=1131&utm_content=102548,seamless,https://fastly.4sqi.net/img/general/cap/,"[40, 50]",/delivery_provider_seamless_20180129.png,,,Rector St,1
2,e-0-4b9fa6ecf964a520da3137e3-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b9fa6ecf964a520da3137e3,Gristedes Supermarkets,315 S End Ave,40.71055613810982,-74.01600520504905,"[{'label': 'display', 'lat': 40.71055613810982, 'lng': -74.01600520504905}, {'label': 'entrance', 'lat': 40.710649, 'lng': -74.016327}]",387,10280,US,New York,NY,United States,"['315 S End Ave (at Albany St)', 'New York, NY 10280', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at Albany St,,,,,,,,,Rector St,1
3,e-0-4c6d6e3e90c6ef3b8b930736-3,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c6d6e3e90c6ef3b8b930736,Gristedes Supermarkets #070,71 S End Ave,40.708508559455375,-74.01748485365259,"[{'label': 'display', 'lat': 40.708508559455375, 'lng': -74.01748485365259}, {'label': 'entrance', 'lat': 40.708092, 'lng': -74.017836}]",331,10280,US,New York,NY,United States,"['71 S End Ave (at West Thames Street)', 'New York, NY 10280', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at West Thames Street,,,,,,,,,Rector St,1
0,e-0-589fa21e06f1a341b56346f3-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",589fa21e06f1a341b56346f3,La Pasticceria di Eataly Downtown,,40.70988976935566,-74.01159770226452,"[{'label': 'display', 'lat': 40.70988976935566, 'lng': -74.01159770226452}]",79,10007,US,New York,NY,United States,"['New York, NY 10007', 'United States']","[{'id': '4bf58dd8d48988d16a941735', 'name': 'Bakery', 'pluralName': 'Bakeries', 'shortName': 'Bakery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/bakery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,Financial District,,Cortlandt St,1
1,e-0-4a242d0ff964a520fd7d1fe3-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4a242d0ff964a520fd7d1fe3,Zeytuna,59 Maiden Ln,40.7087261087899,-74.00746958107634,"[{'label': 'display', 'lat': 40.7087261087899, 'lng': -74.00746958107634}]",367,10038,US,New York,NY,United States,"['59 Maiden Ln (at William St)', 'New York, NY 10038', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at William St,,,,,,,,77537010,Cortlandt St,1
2,e-0-4b61faa6f964a520af2e2ae3-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b61faa6f964a520af2e2ae3,Champs Gourmet Deli,30 Broad St,40.706470210885726,-74.0115586671376,"[{'label': 'display', 'lat': 40.706470210885726, 'lng': -74.0115586671376}]",451,10004,US,New York,NY,United States,"['30 Broad St (Exchange Place)', 'New York, NY 10004', 'United States']","[{'id': '4bf58dd8d48988d146941735', 'name': 'Deli / Bodega', 'pluralName': 'Delis / Bodegas', 'shortName': 'Deli / Bodega', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/deli_', 'suffix': '.png'}, 'primary': True}]",0,[],Exchange Place,102548,https://www.seamless.com/menu/champs-gourmet-deli-exchange-place-30-broad-st-new-york/102548?affiliate=1131&utm_source=foursquare-affiliate-network&utm_medium=affiliate&utm_campaign=1131&utm_content=102548,seamless,https://fastly.4sqi.net/img/general/cap/,"[40, 50]",/delivery_provider_seamless_20180129.png,,,Cortlandt St,1
3,e-0-4b9fa6ecf964a520da3137e3-3,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b9fa6ecf964a520da3137e3,Gristedes Supermarkets,315 S End Ave,40.71055613810982,-74.01600520504905,"[{'label': 'display', 'lat': 40.71055613810982, 'lng': -74.01600520504905}, {'label': 'entrance', 'lat': 40.710649, 'lng': -74.016327}]",411,10280,US,New York,NY,United States,"['315 S End Ave (at Albany St)', 'New York, NY 10280', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at Albany St,,,,,,,,,Cortlandt St,1
4,e-0-4df9ef0d8877b30c398631f9-4,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4df9ef0d8877b30c398631f9,Gristedes Supermarkets,90 Maiden Ln,40.707100671481285,-74.0073488443139,"[{'label': 'display', 'lat': 40.707100671481285, 'lng': -74.0073488443139}]",496,10038,US,New York,NY,United States,"['90 Maiden Ln (btwn Pearl & Gold St)', 'New York, NY 10038', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn Pearl & Gold St,,,,,,,,,Cortlandt St,1
0,e-0-4c43890cfb6eb713c1304e4a-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c43890cfb6eb713c1304e4a,55 Fulton Market,55 Fulton St,40.70867762344115,-74.0049052224622,"[{'label': 'display', 'lat': 40.70867762344115, 'lng': -74.0049052224622}]",431,10038,US,New York,NY,United States,"['55 Fulton St', 'New York, NY 10038', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Fulton St,4-5
