,referralId,reasons.count,reasons.items,venue.id,venue.name,venue.location.address,venue.location.lat,venue.location.lng,venue.location.labeledLatLngs,venue.location.distance,venue.location.postalCode,venue.location.cc,venue.location.city,venue.location.state,venue.location.country,venue.location.formattedAddress,venue.categories,venue.photos.count,venue.photos.groups,venue.location.crossStreet,venue.delivery.id,venue.delivery.url,venue.delivery.provider.name,venue.delivery.provider.icon.prefix,venue.delivery.provider.icon.sizes,venue.delivery.provider.icon.name,venue.location.neighborhood,venue.venuePage.id,Station,LINE
0,e-0-4a98599ef964a520a62b20e3-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4a98599ef964a520a62b20e3,Sunrise Mart,4 Stuyvesant St,40.73014952006944,-73.9894475421091,"[{'label': 'display', 'lat': 40.73014952006944, 'lng': -73.9894475421091}, {'label': 'entrance', 'lat': 40.729747, 'lng': -73.989557}]",137,10003,US,New York,NY,United States,"['4 Stuyvesant St (btwn 2nd & 3rd Ave)', 'New York, NY 10003', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn 2nd & 3rd Ave,,,,,,,,95825975,Astor Pl,4-6-6 Express
1,e-0-441a8599f964a52036311fe3-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",441a8599f964a52036311fe3,Trader Joe's,142 E 14th St,40.73351486923294,-73.98772179803069,"[{'label': 'display', 'lat': 40.73351486923294, 'lng': -73.98772179803069}]",477,10003,US,New York,NY,United States,"['142 E 14th St (btwn Irving Pl & 3rd Ave)', 'New York, NY 10003', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn Irving Pl & 3rd Ave,,,,,,,,,Astor Pl,4-6-6 Express
2,e-0-4b8d2319f964a520c8e932e3-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b8d2319f964a520c8e932e3,Gristedes Supermarkets,25 University Pl,40.731976756608574,-73.99455254997409,"[{'label': 'display', 'lat': 40.731976756608574, 'lng': -73.99455254997409}]",363,10003,US,New York,NY,United States,"['25 University Pl (btwn 8th & 9th St)', 'New York, NY 10003', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn 8th & 9th St,1007888,https://www.seamless.com/menu/gristedes-supermarket-82-25-university-pl-new-york/1007888?affiliate=1131&utm_source=foursquare-affiliate-network&utm_medium=affiliate&utm_campaign=1131&utm_content=1007888,seamless,https://fastly.4sqi.net/img/general/cap/,"[40, 50]",/delivery_provider_seamless_20180129.png,,,Astor Pl,4-6-6 Express
3,e-0-45b3d761f964a520b1411fe3-3,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",45b3d761f964a520b1411fe3,Food Emporium,10 Union Sq E,40.73434079522086,-73.98953089995885,"[{'label': 'display', 'lat': 40.73434079522086, 'lng': -73.98953089995885}, {'label': 'entrance', 'lat': 40.734894, 'lng': -73.989806}]",494,10003,US,New York,NY,United States,"['10 Union Sq E (E 14th St)', 'New York, NY 10003', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],E 14th St,,,,,,,,,Astor Pl,4-6-6 Express
0,e-0-4b5cae76f964a520203e29e3-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b5cae76f964a520203e29e3,New Kam Man,200 Canal St,40.71697342168782,-73.99830174004558,"[{'label': 'display', 'lat': 40.71697342168782, 'lng': -73.99830174004558}]",309,10013,US,New York,NY,United States,"['200 Canal St (btwn Mott & Mulberry St.)', 'New York, NY 10013', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn Mott & Mulberry St.,,,,,,,,46802950,Canal St,4-6-6 Express
1,e-0-4ae4bf7ef964a520bf9d21e3-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4ae4bf7ef964a520bf9d21e3,Hong Kong Supermarket 香港超級市場,157 Hester St,40.717595732385966,-73.99617253722293,"[{'label': 'display', 'lat': 40.717595732385966, 'lng': -73.99617253722293}]",433,10013,US,New York,NY,United States,"['157 Hester St (btwn Bowery & Elizabeth St)', 'New York, NY 10013', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn Bowery & Elizabeth St,,,,,,,Chinatown,,Canal St,4-6-6 Express
2,e-0-4b5b6ddcf964a5205ffd28e3-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b5b6ddcf964a5205ffd28e3,Deluxe Food Market 德昌食品市場,79 Elizabeth St,40.718194291784535,-73.99683841675501,"[{'label': 'display', 'lat': 40.718194291784535, 'lng': -73.99683841675501}, {'label': 'entrance', 'lat': 40.717977, 'lng': -73.996195}]",362,10013,US,New York,NY,United States,"['79 Elizabeth St (btwn Grand & Hester St)', 'New York, NY 10013', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn Grand & Hester St,,,,,,,,,Canal St,4-6-6 Express
3,e-0-4e358975c65b2313e28e56c7-3,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4e358975c65b2313e28e56c7,iFresh Market,128 Mott St,40.71862225497523,-73.99657123040663,"[{'label': 'display', 'lat': 40.71862225497523, 'lng': -73.99657123040663}]",378,10013,US,New York,NY,United States,"['128 Mott St (btwn Grand & Hester St)', 'New York, NY 10013', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn Grand & Hester St,,,,,,,Chinatown,,Canal St,4-6-6 Express
4,e-0-4a6a0e3df964a5207dcc1fe3-4,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4a6a0e3df964a5207dcc1fe3,Sun Vin Grocery Store,75 Mulberry St,40.71628362630968,-73.99922579526901,"[{'label': 'display', 'lat': 40.71628362630968, 'lng': -73.99922579526901}, {'label': 'entrance', 'lat': 40.716288, 'lng': -73.999189}]",321,10013,US,New York,NY,United States,"['75 Mulberry St (btwn Canal & Bayard St)', 'New York, NY 10013', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn Canal & Bayard St,,,,,,,,,Canal St,4-6-6 Express
5,e-0-4b5236c1f964a520427027e3-5,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b5236c1f964a520427027e3,Mulberry Meat Market,89 Mulberry St,40.716768291392775,-73.99878874967561,"[{'label': 'display', 'lat': 40.716768291392775, 'lng': -73.99878874967561}, {'label': 'entrance', 'lat': 40.716722, 'lng': -73.998922}]",297,10013,US,New York,NY,United States,"['89 Mulberry St (btwn Canal & Bayard St)', 'New York, NY 10013', 'United States']","[{'id': '4bf58dd8d48988d11d951735', 'name': 'Butcher', 'pluralName': 'Butchers', 'shortName': 'Butcher', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_butcher_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn Canal & Bayard St,,,,,,,,,Canal St,4-6-6 Express
6,e-0-4ade3ac3f964a520187421e3-6,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4ade3ac3f964a520187421e3,Po Wing Hong,50 Elizabeth St,40.717009395349606,-73.99654358625412,"[{'label': 'display', 'lat': 40.717009395349606, 'lng': -73.99654358625412}, {'label': 'entrance', 'lat': 40.717105, 'lng': -73.996736}]",430,10013,US,New York,NY,United States,"['50 Elizabeth St (btwn Canal & Hester St)', 'New York, NY 10013', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn Canal & Hester St,,,,,,,,,Canal St,4-6-6 Express
7,e-0-4bc37b934cdfc9b6ee6a9721-7,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4bc37b934cdfc9b6ee6a9721,Won Chong Trading Corp 旺昌果菜公司,139 Mott St,40.71867370605469,-73.99691772460938,"[{'label': 'display', 'lat': 40.71867370605469, 'lng': -73.99691772460938}]",349,10013,US,New York,NY,United States,"['139 Mott St', 'New York, NY 10013', 'United States']","[{'id': '50be8ee891d4fa8dcc7199a7', 'name': 'Market', 'pluralName': 'Markets', 'shortName': 'Market', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/market_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Canal St,4-6-6 Express
0,e-0-4ab6b528f964a520aa7820e3-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4ab6b528f964a520aa7820e3,Westerly Natural Market,911 8th Avenue,40.7650276,-73.98444049999999,"[{'label': 'display', 'lat': 40.7650276, 'lng': -73.98444049999999}]",314,10019,US,New York,NY,United States,"['911 8th Avenue (at 54th St)', 'New York, NY 10019', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at 54th St,,,,,,,Hell's Kitchen,65891610,50th St,1-2
1,e-0-4a9bc3d7f964a5202e3520e3-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4a9bc3d7f964a5202e3520e3,Food Emporium,810 8th Ave,40.76181080975905,-73.98641078199923,"[{'label': 'display', 'lat': 40.76181080975905, 'lng': -73.98641078199923}, {'label': 'entrance', 'lat': 40.761821, 'lng': -73.986216}]",80,10019,US,New York,NY,United States,"['810 8th Ave (at W 49th St)', 'New York, NY 10019', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at W 49th St,,,,,,,Theater District,,50th St,1-2
2,e-0-57c69942498e64f52dba6e51-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",57c69942498e64f52dba6e51,Publix Supermarket on Broadway,1568 Broadway,40.7588889,-73.9845512,"[{'label': 'display', 'lat': 40.7588889, 'lng': -73.9845512}]",415,10036,US,New York,NY,United States,"['1568 Broadway', 'New York, NY 10036', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,490156588,50th St,1-2
3,e-0-4b4a62fdf964a5201d8626e3-3,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b4a62fdf964a5201d8626e3,Gristedes Supermarkets,907 8th Ave,40.764681986125474,-73.9842943124982,"[{'label': 'display', 'lat': 40.764681986125474, 'lng': -73.9842943124982}]",285,10019,US,New York,NY,United States,"['907 8th Ave (at 54th Street)', 'New York, NY 10019', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at 54th Street,,,,,,,,,50th St,1-2
0,e-0-49c170abf964a520a7551fe3-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",49c170abf964a520a7551fe3,Trader Joe's,130 Court St,40.68961846840671,-73.99260332910576,"[{'label': 'display', 'lat': 40.68961846840671, 'lng': -73.99260332910576}]",420,11201,US,Brooklyn,NY,United States,"['130 Court St (at Atlantic Ave)', 'Brooklyn, NY 11201', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at Atlantic Ave,,,,,,,,,Bergen St,2-3-4
1,e-0-4b36a63bf964a520e53925e3-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b36a63bf964a520e53925e3,Union Market,288 Court St,40.684286653090375,-73.99503480405993,"[{'label': 'display', 'lat': 40.684286653090375, 'lng': -73.99503480405993}, {'label': 'entrance', 'lat': 40.684283, 'lng': -73.995115}]",414,11231,US,Brooklyn,NY,United States,"['288 Court St (btwn Degraw & Douglass St)', 'Brooklyn, NY 11231', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn Degraw & Douglass St,,,,,,,,,Bergen St,2-3-4
0,e-0-4c5066dd7537e21ecefbe089-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c5066dd7537e21ecefbe089,Power Supermarket,531 Blake Ave,40.66720568905324,-73.8971258890115,"[{'label': 'display', 'lat': 40.66720568905324, 'lng': -73.8971258890115}, {'label': 'entrance', 'lat': 40.667274, 'lng': -73.899277}]",335,11207,US,Brooklyn,NY,United States,"['531 Blake Ave', 'Brooklyn, NY 11207', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Pennsylvania Ave,3-4
1,e-0-4bd77679e914a593bf5851fa-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4bd77679e914a593bf5851fa,Key Food,340 Pennsylvania Ave,40.66899338661704,-73.89524581113199,"[{'label': 'display', 'lat': 40.66899338661704, 'lng': -73.89524581113199}, {'label': 'entrance', 'lat': 40.669066, 'lng': -73.895334}]",477,11207,US,Brooklyn,NY,United States,"['340 Pennsylvania Ave', 'Brooklyn, NY 11207', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Pennsylvania Ave,3-4
2,e-0-4dc04faa0cb6f21c12855efe-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4dc04faa0cb6f21c12855efe,Associated Supermarket,,40.66467613788994,-73.89491853130669,"[{'label': 'display', 'lat': 40.66467613788994, 'lng': -73.89491853130669}]",5,,US,New York,NY,United States,"['New York, NY', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Pennsylvania Ave,3-4
0,e-0-4af8b2c0f964a520460f22e3-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4af8b2c0f964a520460f22e3,Garden Gourmet Market,5665 Broadway,40.88135023917183,-73.90338943716417,"[{'label': 'display', 'lat': 40.88135023917183, 'lng': -73.90338943716417}, {'label': 'entrance', 'lat': 40.881118, 'lng': -73.903441}]",425,10463,US,Bronx,NY,United States,"['5665 Broadway (btwn W 233rd & W 234th St)', 'Bronx, NY 10463', 'United States']","[{'id': '4bf58dd8d48988d1f5941735', 'name': 'Gourmet Shop', 'pluralName': 'Gourmet Shops', 'shortName': 'Gourmet', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_gourmet_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn W 233rd & W 234th St,,,,,,,,,238th St,1
1,e-0-4bca371e68f976b0bbf25e83-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4bca371e68f976b0bbf25e83,Stop & Shop,5716 Broadway,40.8820633,-73.9020583,"[{'label': 'entrance', 'lat': 40.882281, 'lng': -73.901367}, {'label': 'display', 'lat': 40.8820633, 'lng': -73.9020583}]",306,10463,US,Bronx,NY,United States,"['5716 Broadway (W 234th St)', 'Bronx, NY 10463', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],W 234th St,,,,,,,,,238th St,1
0,e-0-5a860dbd911fc47c1a800325-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",5a860dbd911fc47c1a800325,H Mart,2828 Broadway,40.80401565017113,-73.96667439065985,"[{'label': 'display', 'lat': 40.80401565017113, 'lng': -73.96667439065985}]",15,10025,US,New York,NY,United States,"['2828 Broadway', 'New York, NY 10025', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Cathedral Pkwy (110th St),A-B-C
1,e-0-4a78f566f964a520b2e61fe3-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4a78f566f964a520b2e61fe3,Westside Market,2840 Broadway,40.8042546041038,-73.96659969137721,"[{'label': 'display', 'lat': 40.8042546041038, 'lng': -73.96659969137721}]",38,10025,US,New York,NY,United States,"['2840 Broadway (at W 110th St)', 'New York, NY 10025', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at W 110th St,,,,,,,,,Cathedral Pkwy (110th St),A-B-C
2,e-0-4b315933f964a520390525e3-2,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b315933f964a520390525e3,Garden of Eden Marketplace,2780 Broadway,40.80254747989749,-73.9677664720545,"[{'label': 'display', 'lat': 40.80254747989749, 'lng': -73.9677664720545}]",175,10025,US,New York,NY,United States,"['2780 Broadway (btwn W 107th & 108th St.)', 'New York, NY 10025', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn W 107th & 108th St.,92370,https://www.seamless.com/menu/garden-of-eden-2780-broadway-ave-new-york/92370?affiliate=1131&utm_source=foursquare-affiliate-network&utm_medium=affiliate&utm_campaign=1131&utm_content=92370,seamless,https://fastly.4sqi.net/img/general/cap/,"[40, 50]",/delivery_provider_seamless_20180129.png,,,Cathedral Pkwy (110th St),A-B-C
3,e-0-5e4742aae193bd0008608a9d-3,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",5e4742aae193bd0008608a9d,Six Corners Marketplace,,40.801276,-73.968164,"[{'label': 'display', 'lat': 40.801276, 'lng': -73.968164}]",319,10025,US,New York,NY,United States,"['New York, NY 10025', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,1749710,https://www.seamless.com/menu/six-corners-marketplace-2755-broadway-new-york/1749710?affiliate=1131&utm_source=foursquare-affiliate-network&utm_medium=affiliate&utm_campaign=1131&utm_content=1749710,seamless,https://fastly.4sqi.net/img/general/cap/,"[40, 50]",/delivery_provider_seamless_20180129.png,,,Cathedral Pkwy (110th St),A-B-C
4,e-0-4bf7036813aed13aa5a2eaf7-4,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4bf7036813aed13aa5a2eaf7,Los Vecinos Meat Market & Supermarket,987 Amsterdam Ave,40.80208,-73.964469,"[{'label': 'display', 'lat': 40.80208, 'lng': -73.964469}, {'label': 'entrance', 'lat': 40.80196, 'lng': -73.96439}]",290,10025,US,New York,NY,United States,"['987 Amsterdam Ave', 'New York, NY 10025', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,Cathedral Pkwy (110th St),A-B-C
5,e-0-4a6d34eff964a520acd21fe3-5,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4a6d34eff964a520acd21fe3,Morton Williams,2941 Broadway,40.80761278991331,-73.96420497872924,"[{'label': 'display', 'lat': 40.80761278991331, 'lng': -73.96420497872924}, {'label': 'entrance', 'lat': 40.807633, 'lng': -73.964485}]",462,10025,US,New York,NY,United States,"['2941 Broadway (at W 115th St)', 'New York, NY 10025', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at W 115th St,,,,,,,,,Cathedral Pkwy (110th St),A-B-C
0,e-0-4af78782f964a520bb0922e3-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4af78782f964a520bb0922e3,Super Foodtown,1420 Fulton St,40.679957,-73.9463116,"[{'label': 'display', 'lat': 40.679957, 'lng': -73.9463116}]",460,11216,US,Brooklyn,NY,United States,"['1420 Fulton St (btwn New York & Brooklyn Ave)', 'Brooklyn, NY 11216', 'United States']","[{'id': '4bf58dd8d48988d118951735', 'name': 'Grocery Store', 'pluralName': 'Grocery Stores', 'shortName': 'Grocery Store', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],btwn New York & Brooklyn Ave,,,,,,,,,Kingston - Throop Aves,A-C
1,e-0-4b85c3cff964a520b17131e3-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b85c3cff964a520b17131e3,Fine Fare,476 Marcus Garvey Blvd,40.68031744368799,-73.93758167683103,"[{'label': 'display', 'lat': 40.68031744368799, 'lng': -73.93758167683103}, {'label': 'entrance', 'lat': 40.68047, 'lng': -73.937673}]",280,11216,US,Brooklyn,NY,United States,"['476 Marcus Garvey Blvd (at Fulton St)', 'Brooklyn, NY 11216', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],at Fulton St,,,,,,,,,Kingston - Throop Aves,A-C
0,e-0-4bb4085987aa952156d9acd1-0,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4bb4085987aa952156d9acd1,Apna Bazaar,7220 37th Ave,40.748342011232204,-73.89367044791332,"[{'label': 'display', 'lat': 40.748342011232204, 'lng': -73.89367044791332}]",458,11372,US,Jackson Heights,NY,United States,"['7220 37th Ave', 'Jackson Heights, NY 11372', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,65th St,E-M-R
1,e-0-5640e28e498e1a75e4b76fb4-1,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",5640e28e498e1a75e4b76fb4,Associated Supermarket,63-12 Roosevelt Ave,40.745989547849504,-73.90081058316184,"[{'label': 'display', 'lat': 40.745989547849504, 'lng': -73.90081058316184}]",448,11377,US,Woodside,NY,United States,"['63-12 Roosevelt Ave', 'Woodside, NY 11377', 'United States']","[{'id': '52f2ab2ebcbc57f1066b8b46', 'name': 'Supermarket', 'pluralName': 'Supermarkets', 'shortName': 'Supermarket', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/shops/food_grocery_', 'suffix': '.png'}, 'primary': True}]",0,[],,,,,,,,,,65th St,E-M-R
